0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2.0067565199903714,2.0217182283814386,2.01770540340111,2.006993447377707,0.0,1.8226858771120615,1.683005563459334,2.1297394434021215,1.3552915900177813,1.4676367390143148,1.9330746878164486,1.942001820120184,1.9449290376450263,-0.8374675245852665,2.582374375776251,0.5014857526357035,0.3505246899514121
2.003663188952396,2.0092990585193173,2.002293571715464,2.0162740452751278,0.0,1.8287416775013574,1.6842780534561428,2.218860667884883,1.401127736468154,1.4714154836055693,1.9386855810701036,1.9492338083188547,1.9537178990029784,-0.79529878969417,1.5671708757908582,1.0461966146404345,0.6493671143147164
2.009849851028347,2.018612733950621,2.002293571715464,1.9915397947798028,0.0,1.8340004674781272,1.685487567768026,1.494498695084893,1.3627308743694841,1.4662870723999695,1.9387120303074417,1.9544636652944136,1.9639984044736958,-0.6917315823817768,1.054581002651033,0.7057286688741343,0.7741080249094403
1.9943916016293333,1.9937912413932728,2.002293571715464,1.9977184537060644,0.0,1.8401084160643466,1.686909803685879,1.5728355688351396,1.3321041755788956,1.455682492254292,1.939243475299177,1.959542529023958,1.9734896770371986,-0.7672198681989798,0.7261895734728229,0.6012607162283105,0.8083793418687358
1.9882161472745343,1.9968911201017923,1.989973611215076,1.9853611358535257,0.0,1.846150437230819,1.6881945412903019,1.2312145238322179,1.263945881437965,1.4327292606437563,1.940263290351689,1.962622343025206,1.9785660174398756,-0.7303018427359116,0.4687984099817118,0.2530762891624253,0.5359535039370776
1.9913038744519391,1.9999909988103117,1.9992100871609084,2.0162740452751278,0.0,1.8523876080407862,1.6897247074986133,1.6342790012217583,1.2697985734155175,1.4156091642212556,1.9480455905153453,1.965863235164595,1.9773756572914603,-0.738741094885948,0.6896893591426577,0.5316680166560726,0.4761660826490689
2.016036513104298,2.0248237228122505,2.0269642436954793,2.025563049511224,0.0,1.8591729230560299,1.6913466887242037,1.741113598778765,1.2822772956977453,1.404562239568324,1.9563097997384786,1.970183911101308,1.9778439821114235,-0.7676269882933074,0.986536001815407,0.8153896131979786,0.5497163906016305
2.0191326460725616,2.012401745088991,1.9776648328889563,1.9884518663731074,0.0,1.865276726672782,1.6927074483781959,0.8324685624164124,1.1897413582883023,1.3760799154680519,1.9577800607902383,1.9712636948986324,1.9785403820186998,-0.5379143474552128,0.23337284105637285,0.8322840826937696,0.7486662389669757
1.9882161472745343,1.9999909988103117,2.002293571715464,2.0008119863385434,0.0,1.8719291786127232,1.694039144487338,1.0069515840336465,1.1333321597622084,1.341318746129931,1.9607003756108452,1.973115533215466,1.9793464271419485,-0.5815139563725654,0.37357764576927033,0.6362192272851008,0.7845781305771377
2.0067565199903714,1.9906913626847533,1.9930515046824977,1.9915397947798028,0.0,1.8774300572115252,1.6953699297332154,0.7992092213732507,1.0545571981745292,1.2967863929463557,1.961580565384604,1.9755817095443697,1.9833494406153744,-0.6221158173531824,0.05439473501764513,0.231286141933692,0.5839466847721643
1.9943916016293333,1.9937912413932728,1.9992100871609084,1.9853611358535257,0.0,1.8818984463216826,1.6965940458839246,0.6605631260860609,0.9664949520811832,1.2424654619159516,1.9617114848071444,1.9775851013790005,1.9871699733233954,-0.6811582649965904,-0.005119957457915254,0.16068755104371166,0.3532625855133367
1.9851256181668469,1.9906913626847533,1.9992100871609084,1.9946277231864877,0.0,1.8869160438860355,1.6978038264481439,0.813409716050123,0.9087968720810925,1.1867597857860868,1.962996177405937,1.9794359592202062,1.9895665703616539,-0.7574212060770578,-0.060339468293864044,0.062364652063759955,0.15615149343362145
