0,1,2,3,4,5,6,7,8,9,10,11,12
0.7791074070797166,0.7650741227199961,0.7933010296750328,0.7840651416361688,0.0,0.7607280700541078,-0.16355863212595453,0.48007904814358543,-0.09778501721989186,-0.08909253003887799,0.722954154657747,0.733403009387064,0.7372714887345988
0.7102541714099152,0.7295648071759173,0.737168702436795,0.7099696470692981,0.0,0.7612471333023422,-0.1591675111616932,0.014274964051075156,-0.0842039292249677,-0.08801062451429238,0.7213289037882316,0.7311838951638628,0.7345307339811211
0.7483481686966982,0.729489793237228,0.7504126378365259,0.7502990862403703,0.0,0.7608231944360769,-0.15452290066516267,0.2669711610813095,-0.02885460793847894,-0.07543636668662027,0.7166045347065017,0.7285362276399807,0.733786795842192
0.7504083493294479,0.7885649006953047,0.7818157178215729,0.7496625685405802,0.0,0.7579241171808991,-0.1494626613295132,0.2627894339066155,0.016465556587987946,-0.055789819839674716,0.70824676311925,0.7246308105388244,0.7339493456854881
0.8130052774595766,0.7923922423064159,0.8209698273567456,0.817028701299071,0.0,0.7588751968231736,-0.14389847139338838,0.6808122131774593,0.12333462792292864,-0.017465232592732808,0.7024303808704842,0.7228687278837305,0.7358778208131702
0.8141369259761575,0.7744247732517832,0.7509648009463322,0.8160843990912855,0.0,0.7603300383805829,-0.13864638544285404,0.6737189131485564,0.2069684426818207,0.030886542873788846,0.6881747568195079,0.7192029825830706,0.7418446925112839
0.7192009652375841,0.7143141472921885,0.7321816801299919,0.7161188914804096,0.0,0.758312298210796,-0.1336551019043695,-0.019081162631161764,0.16962743936662655,0.06166875431647651,0.6709953549558737,0.7122456039221935,0.7442114714940438
0.7240515783236092,0.7010578797349993,0.6899906734908713,0.7185424930512418,0.0,0.7547635710083578,-0.12829574350263157,-0.0020071688104295084,0.14321160951381476,0.08070645297023445,0.6630306960597692,0.7081982011572369,0.7437478091515154
0.6675207376121325,0.6821608901356997,0.6963964039035108,0.6687329687463773,0.0,0.7500989300602674,-0.1232316248969574,-0.3196426708503901,0.07194828642951895,0.0808613908721271,0.6404200064476147,0.6985971305710658,0.7460193471352036
0.680873222886835,0.7484993037445601,0.7097743904628486,0.6800436465560102,0.0,0.7482472389065696,-0.11814363308124737,-0.23031100049668257,0.029206331651553608,0.07194360152637796,0.6148586229504591,0.6897470424444015,0.7523933935714422
0.7517189337225821,0.8096324023032916,0.78700062517351,0.7521715762837949,0.0,0.7491033583442711,-0.11276426048221028,0.30527731598158236,0.07183193641062328,0.07382649674399001,0.6150111376957913,0.6898055405378855,0.7523661750931194
0.83454690014771,0.8673670432916938,0.8762244386689861,0.8346030355620556,0.0,0.7516732927603634,-0.10682569566728346,0.8210404162375823,0.19144968581516864,0.10063704982811922,0.6351985583594805,0.6980730006349803,0.7497595000355789
0.8643115129826765,0.8500045779599934,0.8548991333615269,0.8672072447260906,0.0,0.7533303023604946,-0.1008785113777129,1.0049575336275098,0.3187914289537016,0.14902368209547578,0.6555564037948584,0.711373081734476,0.7565567749784502
0.8139483178900606,0.8365248993245218,0.8209698273567456,0.8145760938583722,0.0,0.7532880430993304,-0.09513957197500086,0.5988317095459821,0.36309122473282335,0.19710427714562778,0.6624625925856824,0.7210228331196643,0.7686210351665045
0.8603233385809432,0.8247966330837414,0.8423908834924956,0.8598010792875513,0.0,0.7531758442684086,-0.08873414764791125,0.8682252421347302,0.4424443205895806,0.2523553049065441,0.6659255741264195,0.7355287376108159,0.7930314937666793
0.8077226390139451,0.8070069144490568,0.836237296927685,0.8070313448193789,0.0,0.751329242613918,-0.08268027836839202,0.4727605381118021,0.44759452651652526,0.2976456145162661,0.6649100581554613,0.7444181760500191,0.8108363436461081
