Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,1.4327058792114258,1.4483097791671753,1.4262080192565918,1.4318032264709473,1.4318032264709473,0
2010-01-08,1.4320902824401855,1.4577046632766724,1.4271035194396973,1.4499897956848145,1.4499897956848145,0
2010-01-15,1.4499057531356812,1.4504104852676392,1.4030951261520386,1.4097015857696533,1.4097015857696533,0
2010-01-22,1.409840703010559,1.4194263219833374,1.3949919939041138,1.3968042135238647,1.3968042135238647,0
2010-01-29,1.3967065811157227,1.4024064540863037,1.372005581855774,1.3744947910308838,1.3744947910308838,0
2010-02-05,1.3744759559631348,1.3839489221572876,1.3588064908981323,1.3681762218475342,1.3681762218475342,0
2010-02-12,1.3689440488815308,1.3788729906082153,1.3450260162353516,1.3461486101150513,1.3461486101150513,0
2010-02-19,1.3470553159713745,1.3692628145217896,1.3452069759368896,1.3536012172698975,1.3536012172698975,0
2010-02-26,1.353747844696045,1.3733999729156494,1.3445197343826294,1.3584003448486328,1.3584003448486328,0
2010-03-05,1.3583080768585205,1.370369791984558,1.3536561727523804,1.3685319423675537,1.3685319423675537,0
2010-03-12,1.3684945106506348,1.3816543817520142,1.3591018915176392,1.361396312713623,1.361396312713623,0
2010-03-19,1.3612295389175415,1.3628062009811401,1.3269991874694824,1.3307074308395386,1.3307074308395386,0
2010-03-26,1.3307074308395386,1.3591203689575195,1.3302825689315796,1.3584003448486328,1.3584003448486328,0
2010-04-02,1.3583265542984009,1.359194278717041,1.3285682201385498,1.336112380027771,1.336112380027771,0
2010-04-09,1.336094617843628,1.3687942028045654,1.3344007730484009,1.3574045896530151,1.3574045896530151,0
2010-04-16,1.3574045896530151,1.357496738433838,1.3268054723739624,1.3269991874694824,1.3269991874694824,0
2010-04-23,1.326981544494629,1.3413995504379272,1.3119055032730103,1.3262951374053955,1.3262951374053955,0
2010-04-30,1.3265942335128784,1.3358982801437378,1.2540442943572998,1.263296127319336,1.263296127319336,0
2010-05-07,1.2628495693206787,1.3091918230056763,1.251830816268921,1.2541072368621826,1.2541072368621826,0
2010-05-14,1.2539026737213135,1.25979483127594,1.2145946025848389,1.2478941679000854,1.2478941679000854,0
2010-05-21,1.24819016456604,1.2672022581100464,1.215569019317627,1.2347966432571411,1.2347966432571411,0
2010-05-28,1.2341870069503784,1.2447254657745361,1.2115044593811035,1.216944694519043,1.216944694519043,0
2010-06-04,1.2170928716659546,1.221672534942627,1.1881988048553467,1.2109030485153198,1.2109030485153198,0
2010-06-11,1.2107563018798828,1.2410026788711548,1.2053711414337158,1.238206148147583,1.238206148147583,0
2010-06-18,1.2382827997207642,1.2468050718307495,1.2210757732391357,1.2337453365325928,1.2337453365325928,0
